category	term	goseq_p	goseq_padj	hyper_p	hyper_padj
GO:0140253	cell-cell fusion	0.2527878342538326	1	0.2546010196797171	1
GO:0021782	glial cell development	0.25280196326987797	1	0.2678278753497169	1
GO:0060287	epithelial cilium movement involved in determination of left/right asymmetry	0.25280909036501614	1	0.30323817909467005	1
GO:0050882	voluntary musculoskeletal movement	0.25280965695980095	1	0.30323817909467005	1
GO:0003376	sphingosine-1-phosphate receptor signaling pathway	0.25291338812302144	1	0.2394289309009996	1
GO:0021869	forebrain ventricular zone progenitor cell division	0.25335696623891224	1	0.30323817909467005	1
GO:0032757	positive regulation of interleukin-8 production	0.2534852533996668	1	0.21716323684035485	1
GO:2001286	regulation of caveolin-mediated endocytosis	0.25350624704945857	1	0.30323817909467005	1
GO:0070494	regulation of thrombin-activated receptor signaling pathway	0.25364100693585917	1	0.25998264879981414	1
GO:0070495	negative regulation of thrombin-activated receptor signaling pathway	0.25364100693585917	1	0.25998264879981414	1
GO:0048259	regulation of receptor-mediated endocytosis	0.2536791542299258	1	0.3136778502371489	1
GO:0048742	regulation of skeletal muscle fiber development	0.25402112475337735	1	0.30323817909467005	1
GO:2000609	regulation of thyroid hormone generation	0.25412778691508286	1	0.25998264879981414	1
GO:0002468	dendritic cell antigen processing and presentation	0.2544563229779289	1	0.21737411061151202	1
GO:0051302	regulation of cell division	0.2546196566794869	1	0.2894121161163035	1
GO:0006710	androgen catabolic process	0.25463388554363536	1	0.25998264879981414	1
GO:0036514	dopaminergic neuron axon guidance	0.25475395514907123	1	0.30323817909467005	1
GO:0070444	oligodendrocyte progenitor proliferation	0.2547642786322612	1	0.30323817909467005	1
GO:0051353	positive regulation of oxidoreductase activity	0.255117678927154	1	0.25998264879981414	1
GO:0141014	ribosome hibernation	0.25515543568648247	1	0.2140453633318779	1
GO:0035502	metanephric part of ureteric bud development	0.25526325030901226	1	0.25998264879981414	1
GO:0044691	tooth eruption	0.2552815677255096	1	0.25998264879981414	1
GO:0009311	oligosaccharide metabolic process	0.2555227446555052	1	0.29421221867971237	1
GO:0007173	epidermal growth factor receptor signaling pathway	0.2555980996133831	1	0.3136778502371489	1
GO:0050904	diapedesis	0.25575188192025206	1	0.30323817909467005	1
GO:0034375	high-density lipoprotein particle remodeling	0.2558344859528645	1	0.1955141245390346	1
GO:0009146	purine nucleoside triphosphate catabolic process	0.2558981496264111	1	0.25998264879981414	1
GO:0009204	deoxyribonucleoside triphosphate catabolic process	0.2558981496264111	1	0.25998264879981414	1
GO:0001807	regulation of type IV hypersensitivity	0.2560569382144271	1	0.2140453633318779	1
GO:0001951	intestinal D-glucose absorption	0.2561772161103994	1	0.25998264879981414	1
GO:0150106	regulation of protein localization to cell-cell junction	0.2563197689934189	1	0.30323817909467005	1
GO:0071800	podosome assembly	0.25646279929389004	1	0.28374471096844067	1
GO:1990791	dorsal root ganglion development	0.2564782846516608	1	0.30323817909467005	1
GO:0030225	macrophage differentiation	0.25652718185152634	1	0.28392543636552	1
GO:0002428	antigen processing and presentation of peptide antigen via MHC class Ib	0.2565882468510242	1	0.21737411061151202	1
GO:1902214	regulation of interleukin-4-mediated signaling pathway	0.2572958161847902	1	0.25998264879981414	1
GO:2000179	positive regulation of neural precursor cell proliferation	0.2573273433227826	1	0.3075978498749644	1
GO:0051709	regulation of killing of cells of another organism	0.2577677485240001	1	0.2140453633318779	1
GO:0042537	benzene-containing compound metabolic process	0.257786836824142	1	0.2615813259815085	1
GO:0008219	cell death	0.2577868440030405	1	0.2702720018795753	1
GO:0009812	flavonoid metabolic process	0.2580870407931182	1	0.25998264879981414	1
GO:0044319	wound healing, spreading of cells	0.258176875954214	1	0.30317851723929096	1
GO:0090505	epiboly involved in wound healing	0.258176875954214	1	0.30317851723929096	1
GO:0010746	regulation of long-chain fatty acid import across plasma membrane	0.258272557701107	1	0.30323817909467005	1
GO:0043436	oxoacid metabolic process	0.25835705698682154	1	0.21918058296838416	1
GO:2000439	positive regulation of monocyte extravasation	0.25838686803195404	1	0.25998264879981414	1
GO:0043116	negative regulation of vascular permeability	0.2583884213348921	1	0.2615813259815085	1
GO:0043691	reverse cholesterol transport	0.2585307154070993	1	0.21737411061151202	1
GO:0097696	cell surface receptor signaling pathway via STAT	0.2586379559771888	1	0.2757162120250112	1
GO:0014901	satellite cell activation involved in skeletal muscle regeneration	0.2586907469099765	1	0.25998264879981414	1
GO:0010669	epithelial structure maintenance	0.2587837271609729	1	0.2546122733057431	1
GO:0034196	acylglycerol transport	0.2590396122005794	1	0.25998264879981414	1
GO:0034197	triglyceride transport	0.2590396122005794	1	0.25998264879981414	1
GO:1902905	positive regulation of supramolecular fiber organization	0.25905711774343565	1	0.30379947720636596	1
GO:0086036	regulation of cardiac muscle cell membrane potential	0.2594589426762509	1	0.25998264879981414	1
GO:0001710	mesodermal cell fate commitment	0.2596189023384777	1	0.21737411061151202	1
GO:0002448	mast cell mediated immunity	0.2596514889254991	1	0.24164473044182677	1
GO:0044331	cell-cell adhesion mediated by cadherin	0.25967997779003543	1	0.34803890687079214	1
GO:0019882	antigen processing and presentation	0.2596854348778576	1	0.1865553134351413	1
GO:0060263	regulation of respiratory burst	0.25982072907906517	1	0.21737411061151202	1
GO:0072175	epithelial tube formation	0.259827920615363	1	0.30788930935509595	1
GO:0043276	anoikis	0.2599177879211243	1	0.31948955243009214	1
GO:0061643	chemorepulsion of axon	0.26003596776557897	1	0.30323817909467005	1
GO:0002279	mast cell activation involved in immune response	0.26007242094826466	1	0.24164473044182677	1
GO:0001798	positive regulation of type IIa hypersensitivity	0.26016080055612895	1	0.2140453633318779	1
GO:0002894	positive regulation of type II hypersensitivity	0.26016080055612895	1	0.2140453633318779	1
GO:0051496	positive regulation of stress fiber assembly	0.2602454309586928	1	0.32104284129106053	1
GO:0034112	positive regulation of homotypic cell-cell adhesion	0.2604717357394385	1	0.2615813259815085	1
GO:0090713	immunological memory process	0.260523993536904	1	0.2394289309009996	1
GO:0002827	positive regulation of T-helper 1 type immune response	0.26075484668826043	1	0.21737411061151202	1
GO:0060307	regulation of ventricular cardiac muscle cell membrane repolarization	0.2608543695128138	1	0.30584226269560216	1
GO:0051348	negative regulation of transferase activity	0.26086193900247323	1	0.2454377728759122	1
GO:0070305	response to cGMP	0.26089767771039823	1	0.30323817909467005	1
GO:0031638	zymogen activation	0.2610473413217324	1	0.22884592866904918	1
GO:2000064	regulation of cortisol biosynthetic process	0.2611244448724191	1	0.30323817909467005	1
GO:0140970	AIM2 inflammasome complex assembly	0.261139328551776	1	0.30323817909467005	1
GO:0006688	glycosphingolipid biosynthetic process	0.2615414102362468	1	0.31948955243009214	1
GO:0010668	ectodermal cell differentiation	0.261586306270565	1	0.30323817909467005	1
GO:0033366	protein localization to secretory granule	0.26179162789376237	1	0.2140453633318779	1
GO:0045137	development of primary sexual characteristics	0.261802640472056	1	0.30539550932357085	1
GO:0008354	germ cell migration	0.2618878180061315	1	0.30323817909467005	1
GO:0003160	endocardium morphogenesis	0.2619513409233692	1	0.25998264879981414	1
GO:0061304	retinal blood vessel morphogenesis	0.26213052066723236	1	0.30323817909467005	1
GO:0033238	regulation of amine metabolic process	0.26235808659569537	1	0.2615813259815085	1
GO:1903305	regulation of regulated secretory pathway	0.2624585703282262	1	0.30493458819870456	1
GO:0009624	response to nematode	0.2626617388638578	1	0.25998264879981414	1
GO:0045329	carnitine biosynthetic process	0.2629666473661832	1	0.25998264879981414	1
GO:2001138	regulation of phospholipid transport	0.26315302456077166	1	0.1955141245390346	1
GO:2001140	positive regulation of phospholipid transport	0.26315302456077166	1	0.1955141245390346	1
GO:0010897	negative regulation of triglyceride catabolic process	0.2636034728621513	1	0.25998264879981414	1
GO:0000041	transition metal ion transport	0.2638107132508689	1	0.28185282803217865	1
GO:0034285	response to disaccharide	0.2638119567732656	1	0.25998264879981414	1
GO:0060374	mast cell differentiation	0.26392904840359166	1	0.30323817909467005	1
GO:0050829	defense response to Gram-negative bacterium	0.2642084566356646	1	0.17578818012836045	1
GO:0032808	lacrimal gland development	0.2645154828896591	1	0.30323817909467005	1
GO:1905908	positive regulation of amyloid fibril formation	0.2645612530679235	1	0.25998264879981414	1
GO:0060008	Sertoli cell differentiation	0.2646146431807232	1	0.30584226269560216	1
GO:0007595	lactation	0.2646179567801606	1	0.30317851723929096	1
GO:0014891	striated muscle atrophy	0.26479241060681236	1	0.25998264879981414	1
GO:0097581	lamellipodium organization	0.26479543054683297	1	0.3251383541945948	1
GO:0032353	negative regulation of hormone biosynthetic process	0.2651135017099408	1	0.30323817909467005	1
GO:0070231	T cell apoptotic process	0.26561841400554814	1	0.2499736471149857	1
GO:0001837	epithelial to mesenchymal transition	0.265875119950664	1	0.3183661066846083	1
GO:0070269	pyroptotic inflammatory response	0.26594483623290743	1	0.2676943562365879	1
GO:0006468	protein phosphorylation	0.26601702961928164	1	0.3861508274386107	1
GO:0098920	retrograde trans-synaptic signaling by lipid	0.2661006143661397	1	0.25998264879981414	1
GO:0098921	retrograde trans-synaptic signaling by endocannabinoid	0.2661006143661397	1	0.25998264879981414	1
GO:0035264	multicellular organism growth	0.2661167755636927	1	0.33307766396569666	1
GO:0043569	negative regulation of insulin-like growth factor receptor signaling pathway	0.2661431494085954	1	0.30323817909467005	1
GO:0086012	membrane depolarization during cardiac muscle cell action potential	0.26661894263790986	1	0.32780607691231073	1
GO:0009074	aromatic amino acid family catabolic process	0.26666338926643973	1	0.2394289309009996	1
GO:0009262	deoxyribonucleotide metabolic process	0.26685630561468504	1	0.22884592866904918	1
GO:0070257	positive regulation of mucus secretion	0.2669435423487479	1	0.25998264879981414	1
GO:0051345	positive regulation of hydrolase activity	0.2670610460958564	1	0.348227956292976	1
GO:0060592	mammary gland formation	0.26711007530760994	1	0.30323817909467005	1
GO:0034763	negative regulation of transmembrane transport	0.267187059823091	1	0.2726194564200976	1
GO:1902396	protein localization to bicellular tight junction	0.26762699496903464	1	0.30323817909467005	1
GO:2000269	regulation of fibroblast apoptotic process	0.2676500549536572	1	0.30584226269560216	1
GO:1902744	negative regulation of lamellipodium organization	0.2678349315584105	1	0.25998264879981414	1
GO:0042632	cholesterol homeostasis	0.2681127858783296	1	0.2634663886376337	1
GO:0070372	regulation of ERK1 and ERK2 cascade	0.2688475509704018	1	0.2993962698258611	1
GO:1901739	regulation of myoblast fusion	0.26885939308967427	1	0.2394289309009996	1
GO:0006249	dCMP catabolic process	0.2693522632270856	1	0.25998264879981414	1
GO:0009175	pyrimidine ribonucleoside monophosphate catabolic process	0.2693522632270856	1	0.25998264879981414	1
GO:0046050	UMP catabolic process	0.2693522632270856	1	0.25998264879981414	1
GO:0046063	dCMP metabolic process	0.2693522632270856	1	0.25998264879981414	1
GO:0007272	ensheathment of neurons	0.26945731077341617	1	0.3408980447750644	1
GO:0008366	axon ensheathment	0.26945731077341617	1	0.3408980447750644	1
GO:0072243	metanephric nephron epithelium development	0.26946836301244725	1	0.30584226269560216	1
GO:0010880	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	0.2696008075051855	1	0.28690653110728426	1
GO:0033594	response to hydroxyisoflavone	0.2703365653361876	1	0.25998264879981414	1
GO:0016264	gap junction assembly	0.2704397083168202	1	0.28374471096844067	1
GO:0097065	anterior head development	0.27051167735623805	1	0.30323817909467005	1
GO:0009996	negative regulation of cell fate specification	0.27113910298086213	1	0.2140453633318779	1
GO:0090504	epiboly	0.27114705162705754	1	0.31948955243009214	1
GO:0046879	hormone secretion	0.2712008994976054	1	0.2878838710762734	1
GO:0061975	articular cartilage development	0.2714062448923944	1	0.25998264879981414	1
GO:0034141	positive regulation of toll-like receptor 3 signaling pathway	0.2715146546763376	1	0.30323817909467005	1
GO:1904035	regulation of epithelial cell apoptotic process	0.2716853569014375	1	0.2809046492433548	1
GO:0001525	angiogenesis	0.2717128206032564	1	0.3639747472892017	1
GO:0046128	purine ribonucleoside metabolic process	0.27197832291446455	1	0.2394289309009996	1
GO:1900098	regulation of plasma cell differentiation	0.2721671804707441	1	0.25998264879981414	1
GO:1901642	nucleoside transmembrane transport	0.27226604561375656	1	0.30323817909467005	1
GO:1905521	regulation of macrophage migration	0.27302983947225223	1	0.2546010196797171	1
GO:0007266	Rho protein signal transduction	0.2733081880700237	1	0.3491867780286333	1
GO:1990079	cartilage homeostasis	0.27346046146164527	1	0.25998264879981414	1
GO:0010728	regulation of hydrogen peroxide biosynthetic process	0.27355419196884534	1	0.30323817909467005	1
GO:0032765	positive regulation of mast cell cytokine production	0.2737268552321208	1	0.25998264879981414	1
GO:0060297	regulation of sarcomere organization	0.2738654776969359	1	0.30323817909467005	1
GO:0030308	negative regulation of cell growth	0.273994896768161	1	0.3252920552938797	1
GO:1902992	negative regulation of amyloid precursor protein catabolic process	0.27414984557848265	1	0.30584226269560216	1
GO:0097284	hepatocyte apoptotic process	0.27434835006806535	1	0.30584226269560216	1
GO:0046426	negative regulation of receptor signaling pathway via JAK-STAT	0.2743832632435861	1	0.30584226269560216	1
GO:0033006	regulation of mast cell activation involved in immune response	0.27447721081371984	1	0.25998264879981414	1
GO:0060059	embryonic retina morphogenesis in camera-type eye	0.27451686411018966	1	0.30323817909467005	1
